image,category
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001679.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001681.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001683.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001685.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001687.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001689.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001690.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001691.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001692.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001693.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001694.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001695.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001696.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001697.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001698.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001699.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001700.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001701.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001702.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001703.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001708.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001709.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001710.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001711.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001712.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001716.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001718.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001719.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001721.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001722.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001723.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001724.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001726.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001727.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001728.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001729.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001730.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001731.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001732.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001733.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001735.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001738.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001739.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001740.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001741.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001742.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001743.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001744.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001745.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001746.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001747.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001748.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001751.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001752.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001753.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001755.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001756.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001757.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001758.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001759.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001761.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001765.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001767.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001768.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001769.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001771.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001772.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001773.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001774.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001775.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001777.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001779.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001780.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001781.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000003.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000005.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000006.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000007.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000012.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000013.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000016.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000019.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000021.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000024.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000027.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000029.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000030.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000040.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000047.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000049.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000057.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000060.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000067.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000074.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000085.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000181.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000187.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000191.jpg,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000192.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000193.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000196.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000197.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000198.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000210.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000212.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000220.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000223.jpg,Bright/Sunny
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000238.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000242.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000243.jpg,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000244.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000245.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000246.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000264.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000265.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000267.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000268.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000274.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000275.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000277.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000278.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000280.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000284.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000296.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000306.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000319.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000320.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000323.jpg,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000327.jpg,Night/Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000340.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000354.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000355.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000360.jpg,Daylight
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000375.jpg,Daylight
